sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target,target_name,petal_area,sepal_area,petal_sepal_length_ratio,petal_sepal_width_ratio
5.124835707650561,3.512524642517294,1.3585502494538964,0.19686604513634143,0,setosa,0.27999999999999997,17.849999999999998,0.27450980392156865,0.05714285714285715
4.893086784941441,3.017322410474849,1.3719909479901515,0.24775711602506192,0,setosa,0.27999999999999997,14.700000000000001,0.2857142857142857,0.06666666666666667
4.732384426905035,3.165998763921076,1.3373646802561632,0.15071369768322282,0,setosa,0.26,15.040000000000001,0.2765957446808511,0.0625
4.676151492820401,3.1116126848580503,1.5305185132716732,0.22520232577589222,0,setosa,0.30000000000000004,14.26,0.32608695652173914,0.06451612903225806
4.988292331263834,3.614653623664934,1.3989549203017926,0.17348711908137798,0,setosa,0.27999999999999997,18.0,0.27999999999999997,0.05555555555555556
5.388293152152541,3.8642824290986817,1.705866369165439,0.3603563583868828,0,setosa,0.68,21.060000000000002,0.31481481481481477,0.10256410256410257
4.678960640775369,3.4932887255572376,1.4638832447894212,0.2946484820022721,0,setosa,0.42,15.639999999999999,0.30434782608695654,0.08823529411764706
5.038371736457646,3.4236916460455893,1.4704214305582084,0.1482378838790313,0,setosa,0.30000000000000004,17.0,0.3,0.05882352941176471
4.376526280703253,2.8404348251398677,1.4273548690585018,0.17231753473264091,0,setosa,0.27999999999999997,12.76,0.3181818181818181,0.06896551724137931
4.927128002179298,3.1328276804316917,1.4898903673783053,0.04010610537055758,0,setosa,0.15000000000000002,15.190000000000001,0.3061224489795918,0.03225806451612903
5.376829115359377,3.6512659164886343,1.4891159398386389,0.2982362566458195,0,setosa,0.30000000000000004,19.980000000000004,0.27777777777777773,0.05405405405405406
4.7767135123214866,3.4393542301871225,1.6549388425993596,0.20176317759858645,0,setosa,0.32000000000000006,16.32,0.33333333333333337,0.05882352941176471
4.812098113578301,3.05792977895037,1.4412708174494013,0.06501372460037072,0,setosa,0.13999999999999999,14.399999999999999,0.2916666666666667,0.03333333333333333
4.20433598776711,2.9589658840824145,1.140675481800032,0.11069899553671111,0,setosa,0.11000000000000001,12.899999999999999,0.2558139534883721,0.03333333333333333
5.713754108374348,4.048168806462216,1.2652739403577165,0.19438359751545853,0,setosa,0.24,23.2,0.20689655172413793,0.05
5.671885623537952,4.4206390463468255,1.501050192081638,0.3889515200233389,0,setosa,0.6000000000000001,25.080000000000002,0.2631578947368421,0.09090909090909091
5.349358443983279,3.9411030079997245,1.3340976485647482,0.43070833500217126,0,setosa,0.52,21.060000000000002,0.24074074074074073,0.10256410256410257
5.115712366629763,3.5948396491326973,1.3844866621703271,0.33787538550236523,0,setosa,0.42,17.849999999999998,0.27450980392156865,0.08571428571428572
5.654598796223939,3.7877305941998562,1.716208317624422,0.27347494261947364,0,setosa,0.51,21.66,0.2982456140350877,0.07894736842105263
5.029384814933235,3.7623131917821255,1.4934928472816158,0.271209087967766,0,setosa,0.44999999999999996,19.38,0.29411764705882354,0.07894736842105263
5.473282438446078,3.3555242785187236,1.7048497982496358,0.1862474151424178,0,setosa,0.34,18.36,0.31481481481481477,0.05882352941176471
5.088711184975673,3.6592094857517283,1.5297578512718457,0.28490394176322076,0,setosa,0.6000000000000001,18.87,0.29411764705882354,0.10810810810810811
4.603376410234396,3.5961449145292947,0.9590889658383264,0.1242404468900724,0,setosa,0.2,16.56,0.2173913043478261,0.05555555555555556
5.028762590689327,3.317057598740832,1.804619363784273,0.5683437133722262,0,setosa,0.85,16.83,0.33333333333333337,0.15151515151515152
4.772780863773741,3.413834539966501,1.8496991309250148,0.2822483856750642,0,setosa,0.38,16.32,0.3958333333333333,0.05882352941176471
5.005546129485493,3.0413591624518013,1.5392905693606136,0.1875481980221811,0,setosa,0.32000000000000006,15.0,0.32,0.06666666666666667
4.942450321128885,3.400650094593895,1.6579055436750034,0.42882784815278835,0,setosa,0.6400000000000001,17.0,0.32,0.11764705882352942
5.218784900917284,3.5726767038578657,1.5395831346981468,0.2155625077271768,0,setosa,0.30000000000000004,18.2,0.28846153846153844,0.05714285714285715
5.16996806550406,3.386767158338102,1.4312059908526076,0.3539440404227619,0,setosa,0.27999999999999997,17.68,0.2692307692307692,0.05882352941176471
4.685415312510337,3.336008458329481,1.6314172754632141,0.25597874557172884,0,setosa,0.32000000000000006,15.040000000000001,0.3404255319148936,0.0625
4.76991466938853,3.1312833673882503,1.5993876613576543,0.19360412042596167,0,setosa,0.32000000000000006,14.879999999999999,0.33333333333333337,0.06451612903225806
5.492613909225447,3.357142122179186,1.4551372814257084,0.3522229779699787,0,setosa,0.6000000000000001,18.36,0.27777777777777773,0.11764705882352942
5.199325138763103,4.046455375096944,1.5037902279096864,0.019677683987121372,0,setosa,0.15000000000000002,21.32,0.28846153846153844,0.02439024390243903
5.447114453552205,4.2241236207621595,1.3661419144243943,0.21017318179336117,0,setosa,0.27999999999999997,23.1,0.2545454545454545,0.047619047619047616
4.94112724560516,3.0888268607337075,1.5487559866708875,0.16218246273578485,0,setosa,0.30000000000000004,15.190000000000001,0.3061224489795918,0.06451612903225806
4.938957817501449,3.2357000247046046,1.192647130924893,0.12888731452011631,0,setosa,0.24,16.0,0.24,0.0625
5.510443179750237,3.5236618812286773,1.2587251401603745,0.16767135578787368,0,setosa,0.26,19.25,0.23636363636363636,0.05714285714285715
4.802016493806011,3.5963585543671566,1.3839307079173502,0.045922599819280256,0,setosa,0.13999999999999999,17.64,0.2857142857142857,0.02777777777777778
4.333590697555079,2.9576603140965796,1.3206465727137813,0.2843570817536283,0,setosa,0.26,13.200000000000001,0.2954545454545454,0.06666666666666667
5.109843061793455,3.324257638765707,1.4718137723598013,0.24408198784747254,0,setosa,0.30000000000000004,17.34,0.29411764705882354,0.05882352941176471
5.03692332899977,3.477674252396649,1.2588889802216785,0.29960136793416914,0,setosa,0.39,17.5,0.26,0.08571428571428572
4.508568414059498,2.3428199397161733,1.3121843605745958,0.3739972069445013,0,setosa,0.39,10.35,0.2888888888888889,0.13043478260869565
4.394217585880589,3.2107046872065106,1.3122483285554363,0.20386841538238093,0,setosa,0.26,14.080000000000002,0.2954545454545454,0.0625
4.984944815220535,3.4377130610644007,1.5746528412314436,0.5569357899335868,0,setosa,0.96,17.5,0.32,0.17142857142857143
5.026073900481628,3.808659046292559,1.8764480847190839,0.4761562038634829,0,setosa,0.76,19.38,0.37254901960784315,0.10526315789473685
4.764007789580265,3.019265868986442,1.4116024968678818,0.3269455021842329,0,setosa,0.42,14.399999999999999,0.2916666666666667,0.09999999999999999
5.0769680614520105,3.755807128189943,1.5275957829251339,0.14813769228367718,0,setosa,0.32000000000000006,19.38,0.3137254901960785,0.052631578947368425
4.652856111310945,3.2076862552972765,1.3296268112811722,0.1904830660958196,0,setosa,0.27999999999999997,14.719999999999999,0.30434782608695654,0.0625
5.317180914478423,3.7029104359223,1.4640777889373782,0.15621908733076215,0,setosa,0.30000000000000004,19.61,0.2830188679245283,0.05405405405405406
4.911847992231864,3.242851485108469,1.3893276424144076,0.13086001345178322,0,setosa,0.27999999999999997,16.5,0.27999999999999997,0.060606060606060615
7.016204198469739,3.2178893680174143,4.7155453782799,1.446308877376582,1,versicolor,6.58,22.400000000000002,0.6714285714285715,0.43749999999999994
6.380745885979184,3.228039226318412,4.573767810847477,1.5954708320235065,1,versicolor,6.75,20.480000000000004,0.703125,0.46875
6.8661538999847025,3.154152562158764,4.942882981160102,1.430071621309043,1,versicolor,7.3500000000000005,21.39,0.7101449275362319,0.48387096774193544
5.530583814442044,2.352690102601745,3.9920030735018286,1.3281484618345285,1,versicolor,5.2,12.649999999999999,0.7272727272727273,0.5652173913043479
6.5515499761247975,2.731116531602145,4.599049189604865,1.4674678715439087,1,versicolor,6.8999999999999995,18.2,0.7076923076923076,0.5357142857142857
5.74656400595581,2.7531087480042435,4.44987353176811,1.2756437308117652,1,versicolor,5.8500000000000005,15.959999999999999,0.7894736842105263,0.46428571428571436
6.258039123838868,3.325751763360433,4.6990743432003805,1.5703803037880566,1,versicolor,7.5200000000000005,20.79,0.746031746031746,0.4848484848484849
4.88453938120744,2.42568929754561,3.285567068053993,0.9568004615160092,1,versicolor,3.3,11.76,0.6734693877551019,0.4166666666666667
6.616563171570178,2.9257523843153024,4.616135928016904,1.3024260813972415,1,versicolor,5.9799999999999995,19.139999999999997,0.6969696969696969,0.4482758620689655
5.248777256356118,2.8926365745327365,3.8586384528223836,1.358452494179448,1,versicolor,5.46,14.040000000000001,0.75,0.5185185185185185
4.976041288107735,2.028544525534658,3.5259673257120587,1.0135228412889918,1,versicolor,3.5,10.0,0.7,0.5
5.89071705116681,3.05677828200903,4.276636945650129,1.497488094527543,1,versicolor,6.300000000000001,17.700000000000003,0.711864406779661,0.5
5.944683251299699,2.2477000881746605,3.994561992577157,0.9880525976566795,1,versicolor,4.0,13.200000000000001,0.6666666666666666,0.45454545454545453
6.040189668795966,2.93256956256529,4.720085586104947,1.35462181689792,1,versicolor,6.58,17.689999999999998,0.7704918032786886,0.48275862068965514
5.64062629111971,2.8842365377679826,3.634507199585556,1.2711614334715835,1,versicolor,4.680000000000001,16.24,0.6428571428571429,0.4482758620689655
6.767812001428541,3.1379484610246635,4.379938976405708,1.4377695612912877,1,versicolor,6.16,20.77,0.6567164179104478,0.4516129032258064
5.596399493920983,2.9613587392731215,4.511204624090521,1.525045859381219,1,versicolor,6.75,16.799999999999997,0.8035714285714286,0.5
5.850176644894601,2.6881590696629996,4.100629620039089,0.9511222377600724,1,versicolor,4.1,15.66,0.7068965517241379,0.37037037037037035
